age,goals,assists,annual_wage,non_penalty_goals,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play,play_time,shots_touches,position_DF,"position_DF,FW",position_FW,"position_FW,MF",position_MF,"position_MF,DF",league_Bundesliga,league_La Liga,league_Ligue 1,league_Premier League,league_Serie A
28.0,0,1,270000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-1.5428578707133092,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
33.0,7,6,600000.0,0.11,3.32,49.33,0.723,5.39,1.83,0.61,8.84,1.3,0.64,1.3,1.22,3.24,6.352122145088681,1.9862308491334637,1.4489172142851552,False,False,False,True,False,False,False,False,True,False,False
31.0,5,3,2310000.0,0.19,3.81,29.84,0.706,3.71,3.76,2.07,5.3,0.39,0.19,0.48,0.1,0.53,1.319999010333596,0.7078436582200788,1.8453048926259843,False,False,True,False,False,False,False,False,False,False,True
21.0,11,11,4500000.0,0.39,6.6,69.24,0.822,8.39,5.37,2.85,10.94,0.9,0.39,1.34,0.11,0.31,1.319999010333596,1.6783560893752223,2.7999474173808454,False,False,False,False,True,False,True,False,False,False,False
27.0,0,0,1963754.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.644224057182894,-2.761993637190646e-17,False,False,False,False,False,True,False,False,False,True,False
22.0,7,5,5750000.0,0.43,3.11,20.07,0.735,1.72,1.77,0.62,10.2,0.62,0.14,0.48,0.34,0.48,2.004739631275545,0.6962580568012482,4.024304646864341,False,False,True,False,False,False,False,False,True,False,False
23.0,0,0,600000.0,0.0,0.39,54.11,0.795,4.25,1.0,0.39,0.93,2.24,1.47,1.7,4.17,2.93,-0.3573753679180987,-0.515881757601891,-1.343474220935476,True,False,False,False,False,False,False,False,True,False,False
25.0,0,0,2000000.0,0.0,1.87,49.19,0.865,4.83,1.05,0.45,1.12,2.06,0.67,1.01,1.23,0.49,-0.3573753679180987,1.7106092080839612,-1.224240823975091,False,False,False,False,True,False,False,True,False,False,False
24.0,1,5,5210000.0,0.05,2.52,64.26,0.844,4.51,4.31,0.53,8.34,1.55,1.07,1.21,2.08,0.48,-0.3573753679180987,0.0698643979576399,-0.9427196917810023,True,False,False,False,False,False,False,True,False,False,False
36.0,3,1,2780000.0,0.09,0.67,63.79,0.892,3.1,0.85,0.09,0.82,0.97,1.34,0.76,3.16,2.58,-0.3573753679180987,1.355975323150245,-1.1102802591373122,True,False,False,False,False,False,False,False,False,False,True
36.0,3,0,1390000.0,0.2,1.76,15.28,0.757,1.28,0.47,0.34,4.46,0.14,0.14,0.27,0.34,0.88,1.319999010333596,-0.3601779171305712,0.9235434429493836,False,False,True,False,False,False,False,False,False,False,True
33.0,0,0,3740000.0,0.0,1.46,41.4,0.874,4.2,0.43,0.26,1.97,1.71,1.63,1.29,1.46,1.46,-0.3573753679180987,-0.9561473699031496,-0.9777036026617615,False,False,False,False,True,False,False,True,False,False,False
27.0,3,9,1250000.0,0.15,5.17,45.55,0.665,3.48,3.66,0.81,9.34,0.92,0.37,0.84,1.32,0.62,-0.3573753679180987,1.7692517522467028,0.1073970001497909,False,True,False,False,False,False,True,False,False,False,False
29.0,0,1,1200000.0,0.0,3.28,43.93,0.786,3.71,2.57,0.0,5.71,4.28,1.57,2.42,0.57,0.86,-0.3573753679180987,-1.461119138872152,0.2532363265361822,False,False,False,False,False,True,False,True,False,False,False
24.0,5,2,500000.0,0.34,2.02,20.76,0.676,2.02,2.13,0.84,7.86,1.63,0.28,1.12,1.07,2.13,-0.3573753679180987,0.2620871853917664,1.7911064628606852,False,False,False,True,False,False,False,False,True,False,False
26.0,1,2,2416928.0,0.07,2.45,30.16,0.759,2.59,1.4,1.12,2.87,2.73,1.82,1.33,1.26,0.7,-0.3573753679180987,-0.2440739743056026,0.2068498744728493,False,False,False,False,True,False,False,False,False,True,False
26.0,0,0,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.75131285406818,-2.761993637190646e-17,False,False,False,False,False,True,True,False,False,False,False
24.0,0,0,460000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.440961414535035,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
27.0,0,0,362539.0,0.14,1.45,19.26,0.673,1.09,2.24,1.52,2.97,1.09,0.51,0.72,1.01,2.46,-0.3573753679180987,-2.101104347863642,0.8017384769156581,False,False,False,False,False,True,False,False,False,True,False
29.0,2,0,1280000.0,0.07,1.48,53.19,0.766,4.08,1.18,0.74,2.49,3.2,2.53,1.35,3.3,0.94,-0.3573753679180987,1.9167172406204795,-1.162052556421558,False,False,False,False,False,True,False,False,True,False,False
26.0,2,4,560000.0,0.13,3.36,32.02,0.609,3.09,1.48,0.34,6.05,1.55,0.81,2.02,1.41,1.61,-0.3573753679180987,0.0281962948086862,-0.11379599321903082,False,False,False,True,False,False,True,False,False,False,False
21.0,0,0,4833857.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.247282547190882,-2.761993637190646e-17,False,False,True,False,False,False,False,False,False,True,False
25.0,1,0,400000.0,0.07,1.64,39.6,0.79,2.62,2.75,0.65,4.45,1.57,1.05,1.05,1.9,0.72,-0.3573753679180987,-0.0685900670903795,-0.023594658165705305,False,True,False,False,False,False,False,False,True,False,False
26.0,4,0,6042321.0,0.09,0.62,65.3,0.894,3.34,0.33,0.04,0.2,1.25,0.75,1.19,3.08,2.33,-0.3573753679180987,2.764595508013727,-0.9614812200110618,True,False,False,False,False,False,False,False,False,True,False
25.0,2,0,604232.0,0.1,0.36,35.16,0.819,1.9,0.51,0.36,0.21,2.0,1.59,1.85,4.66,1.79,-0.3573753679180987,0.4624253003777934,-1.233282079664574,True,False,False,False,False,False,False,False,False,True,False
33.0,0,0,5330000.0,0.0,0.49,53.12,0.858,2.13,0.27,0.0,0.09,0.8,1.38,1.15,5.06,2.09,-0.3573753679180987,0.5450556053788811,-1.4936479746415312,True,False,False,False,False,False,False,True,False,False,False
27.0,1,0,460000.0,0.23,5.45,43.54,0.737,6.14,3.46,1.38,6.76,1.69,0.38,1.61,0.23,0.31,1.319999010333596,-0.5534130592017223,1.5058169070997194,False,False,True,False,False,False,False,False,False,False,True
21.0,0,0,200000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.9541047656701864,-2.761993637190646e-17,False,False,True,False,False,False,False,True,False,False,False
24.0,1,3,560000.0,0.04,2.15,49.63,0.729,3.48,1.32,0.3,3.14,1.89,0.72,1.1,2.61,0.6,-0.3573753679180987,1.9095703809331328,-1.0480919915837787,True,False,False,False,False,False,False,False,False,False,True
27.0,1,0,2590000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.5013661014040927,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,False,True
21.0,2,1,280000.0,0.16,3.18,19.73,0.678,2.12,2.04,2.61,6.2,1.63,0.73,0.9,0.65,1.39,-0.3573753679180987,-0.3359152218827133,0.7933929189548862,False,False,False,True,False,False,False,False,False,False,True
24.0,1,0,650000.0,0.03,0.77,35.83,0.715,2.17,0.5,0.3,1.2,2.4,1.34,1.3,2.81,1.8,-0.3573753679180987,1.89005700337089,-1.2998696215257335,True,False,False,False,False,False,False,True,False,False,False
28.0,2,0,540000.0,0.07,0.57,45.64,0.853,3.52,0.4,0.13,0.17,1.64,0.97,1.64,4.49,2.38,-0.3573753679180987,2.1552074185706824,-1.0928934454870578,True,False,False,False,False,False,False,False,True,False,False
19.0,1,1,6800000.0,0.2,2.22,50.54,0.908,3.78,2.48,1.04,3.78,2.93,0.59,1.37,1.43,0.91,-0.3573753679180987,-1.2100310048660945,-0.3713476120484164,False,False,False,True,False,False,False,True,False,False,False
30.0,5,2,2160000.0,0.26,2.67,26.93,0.657,2.19,1.68,0.95,8.13,1.03,0.26,0.99,0.39,1.51,2.107370676731477,1.272176631034338,2.862443238996572,False,False,False,True,False,False,False,False,True,False,False
26.0,0,1,540000.0,0.0,1.4,46.95,0.833,2.96,1.25,0.31,5.68,2.18,0.39,1.4,2.65,0.78,-0.3573753679180987,-0.753084646505557,-1.1975218814507784,True,False,False,False,False,False,False,False,True,False,False
23.0,1,2,230000.0,0.09,2.74,42.11,0.787,4.45,1.61,1.42,5.96,1.61,0.47,0.76,0.95,0.95,-0.3573753679180987,-1.111709425283829,1.2179391013877947,False,False,False,True,False,False,False,False,True,False,False
33.0,0,0,1500000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.893158455209958,-2.761993637190646e-17,False,False,False,False,True,False,True,False,False,False,False
24.0,0,0,37000.0,0.49,2.06,18.04,0.542,1.21,0.61,1.09,4.19,0.49,0.06,0.67,1.46,5.1,-0.3573753679180987,-2.950242898530576,2.248695837841761,False,False,True,False,False,False,False,False,False,False,True
31.0,0,0,5400000.0,0.04,1.62,56.06,0.876,4.87,0.42,0.49,1.13,2.79,2.05,1.41,1.38,0.85,-0.3573753679180987,0.1668548017208976,-0.9416682738797535,False,False,False,False,True,False,False,False,True,False,False
31.0,0,1,604232.0,0.0,1.49,36.87,0.733,2.88,0.84,0.56,2.23,1.67,0.93,1.3,3.07,1.21,-0.3573753679180987,-1.0846493495337075,-1.5938771362976263,True,False,False,False,False,False,False,False,False,True,False
28.0,0,0,1150000.0,0.3,1.72,17.17,0.694,0.61,1.52,0.81,5.96,0.1,0.3,0.0,0.51,2.22,-0.3573753679180987,-2.4025426623891994,2.4930820572422494,False,False,True,False,False,False,False,False,False,False,True
23.0,13,4,1040000.0,0.54,2.96,21.92,0.706,2.63,2.58,2.1,4.89,0.16,0.43,0.48,0.16,0.75,4.674747766836986,0.2894139503235479,1.9121351415613745,False,False,True,False,False,False,False,False,True,False,False
29.0,0,3,650000.0,0.0,3.09,52.44,0.729,4.79,0.69,0.35,1.1,1.58,0.82,0.85,1.01,0.69,-0.3573753679180987,2.1416638778091968,-0.652836320748524,False,False,False,False,True,False,False,True,False,False,False
32.0,10,6,3620000.0,0.31,4.14,41.12,0.772,6.16,1.98,1.84,8.07,1.15,0.42,0.87,0.94,1.15,3.784745054983172,1.5752709447201874,2.351043577916716,False,False,True,False,False,False,False,True,False,False,False
32.0,1,0,2500000.0,0.03,0.51,49.29,0.859,2.0,0.18,0.13,0.05,1.16,1.01,1.06,4.55,2.5,-0.3573753679180987,2.257417871065408,-1.038484732141509,True,False,False,False,False,False,False,True,False,False,False
29.0,0,0,600000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.1087260612107666,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
27.0,0,0,450000.0,0.0,0.77,50.7,0.881,2.03,0.21,0.35,0.21,1.47,0.7,1.4,3.36,1.4,-0.3573753679180987,-0.8972070081719722,-1.2966672017116438,True,False,False,False,False,False,False,False,True,False,False
34.0,7,3,2780000.0,0.29,3.31,45.5,0.82,5.7,2.56,1.26,4.36,1.09,0.59,0.67,0.42,0.54,0.4299962984797824,1.4605604344877772,0.8800036905276033,False,False,False,False,True,False,False,False,False,False,True
24.0,5,3,4630000.0,0.29,4.14,39.57,0.75,3.56,1.8,0.88,7.65,1.17,0.19,0.83,0.44,0.39,0.4299962984797824,0.7131698504975679,2.8208766284013644,False,False,False,True,False,False,False,False,False,False,True
32.0,1,0,1110000.0,0.04,1.44,53.02,0.835,5.84,1.24,0.12,0.32,0.88,0.92,1.08,2.8,1.64,-0.3573753679180987,1.3374825454528787,-1.0700883631219091,True,False,False,False,False,False,False,False,False,False,True
28.0,0,0,1110000.0,0.0,0.7,35.74,0.786,2.86,0.52,0.24,0.38,1.19,1.54,1.71,4.37,1.64,-0.3573753679180987,1.6927870806827126,-1.527645314609004,True,False,False,False,False,False,False,False,False,False,True
30.0,0,0,1670000.0,0.0,4.56,41.04,0.821,5.35,2.97,1.39,4.96,0.59,0.59,0.2,0.0,0.0,-0.3573753679180987,-2.2899359992040105,0.23761237113225064,False,False,False,True,False,False,False,False,False,False,True
24.0,5,1,190000.0,0.5,4.31,32.87,0.768,3.91,2.31,1.0,4.81,1.3,0.5,0.9,0.8,0.6,1.319999010333596,-0.739124386243919,1.2952177440864538,False,False,False,True,False,False,False,False,False,False,True
34.0,3,1,2040000.0,0.18,2.2,13.08,0.705,0.35,0.44,0.26,4.57,0.09,0.18,0.18,0.44,1.58,1.319999010333596,-0.3860215963794761,2.2442641400401535,False,False,True,False,False,False,False,False,False,False,True
28.0,4,1,6480000.0,0.15,1.01,59.31,0.866,4.3,1.16,0.15,0.54,1.14,1.03,1.18,2.49,1.46,-0.3573753679180987,2.484739167096932,-1.192071189241904,True,False,False,False,False,False,False,False,False,False,True
25.0,11,6,5930000.0,0.76,3.09,26.36,0.663,2.23,1.42,1.0,10.4,1.0,0.19,0.62,0.71,1.61,-0.3573753679180987,0.2008389347491754,3.5264103627695564,False,False,True,False,False,False,False,False,False,False,True
21.0,0,0,450000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.692297477177756,-2.761993637190646e-17,False,False,False,False,True,False,False,False,False,False,True
21.0,0,1,2416928.0,0.0,6.68,58.36,0.847,5.88,2.23,1.75,6.36,2.86,0.64,1.43,0.95,2.23,-0.3573753679180987,-1.4238856548407568,2.5619984611025184,False,False,False,True,False,False,True,False,False,False,False
20.0,0,3,560000.0,0.03,1.25,56.28,0.807,4.08,1.07,0.52,0.97,2.25,1.92,1.52,2.47,2.74,-0.3573753679180987,1.78497003260073,-0.8059216210840942,True,False,False,False,False,False,False,False,False,False,True
28.0,0,3,510000.0,0.0,2.62,56.02,0.825,3.44,3.22,0.93,5.07,0.98,0.71,0.93,1.53,0.65,-0.3573753679180987,0.642019003369289,-0.17194070663747532,True,False,False,False,False,False,False,False,False,False,True
28.0,2,2,4229625.0,0.41,5.06,88.09,0.882,10.67,4.38,1.5,5.74,3.42,0.68,0.96,0.41,0.27,-0.3573753679180987,-1.2652344035486816,1.8329482040241045,False,False,False,False,True,False,False,False,False,True,False
30.0,1,6,5560000.0,0.07,3.22,75.71,0.844,7.64,2.27,0.53,6.69,1.69,0.69,1.18,1.33,0.84,-0.3573753679180987,2.831805350229222,0.3831441434564491,True,False,False,False,False,False,False,False,False,False,True
29.0,1,1,800000.0,0.04,1.6,45.58,0.749,3.13,0.97,0.52,3.53,2.72,1.08,0.89,2.31,1.3,-0.3573753679180987,1.902015437517403,-1.2324733688375562,True,False,False,False,False,False,False,True,False,False,False
28.0,1,0,3330000.0,0.32,3.54,21.24,0.722,1.29,1.07,0.75,8.58,1.5,0.21,1.07,0.86,2.47,-0.3573753679180987,-0.6667882710011995,4.445778103459083,False,False,True,False,False,False,False,False,False,False,True
34.0,0,0,330000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.7770586349989137,-2.761993637190646e-17,True,False,False,False,False,False,False,False,False,False,True
26.0,3,2,1850000.0,0.16,1.69,40.75,0.772,3.44,0.37,0.37,1.22,2.48,1.22,1.22,1.96,1.16,-0.3573753679180987,0.4640584163791625,-0.45391482948604456,False,False,False,False,True,False,False,False,False,False,True
25.0,0,0,200000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-1.8720209091258029,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,False,True
26.0,0,0,830000.0,0.0,1.94,48.26,0.737,3.79,3.79,0.79,3.35,2.11,0.09,1.5,2.73,1.23,-0.3573753679180987,-0.516654428830105,-1.4422638210238041,True,False,False,False,False,False,False,False,False,False,True
31.0,1,2,1790000.0,0.1,1.15,35.19,0.746,3.49,0.24,0.33,0.86,2.15,1.24,1.24,1.86,1.72,-0.3573753679180987,0.2748850606978876,-0.7674925833150142,False,False,False,False,True,False,False,True,False,False,False
30.0,0,1,540000.0,0.0,2.74,35.28,0.827,3.81,1.98,0.46,2.74,1.45,0.38,0.91,0.91,1.3,-0.3573753679180987,-0.309352882951294,-0.08638135296600674,False,False,False,True,False,False,False,True,False,False,False
27.0,0,2,1510580.0,0.0,1.88,45.42,0.764,3.48,1.13,0.38,3.76,2.07,1.03,1.22,4.04,1.13,-0.3573753679180987,-1.3000392171915696,-1.1037299829168448,True,False,False,False,False,False,False,False,False,True,False
26.0,1,3,1540000.0,0.05,2.35,47.83,0.823,3.78,1.38,1.23,1.53,2.6,0.31,1.63,1.33,1.48,-0.3573753679180987,1.0686431765908926,-0.6450891900345204,False,False,False,False,True,False,False,True,False,False,False
27.0,3,2,5476112.0,0.26,3.11,29.54,0.772,4.84,3.54,0.69,8.46,0.43,0.17,0.78,0.17,0.17,-0.3573753679180987,-1.0570705333513382,1.545135245300142,False,False,False,True,False,False,False,True,False,False,False
29.0,3,1,720000.0,0.4,3.58,24.65,0.613,2.92,1.46,1.72,6.63,1.19,0.0,0.66,1.06,2.65,-0.3573753679180987,-1.2297360564507511,3.76347001861654,False,False,False,True,False,False,True,False,False,False,False
22.0,11,1,5500000.0,0.57,2.17,25.4,0.779,2.06,0.69,0.46,5.55,1.6,0.29,0.69,1.03,1.6,1.319999010333596,0.3581320044493938,3.3146143452627554,False,False,True,False,False,False,False,False,True,False,False
27.0,14,5,2080000.0,0.53,2.44,25.55,0.69,2.4,0.83,0.79,4.43,1.39,0.64,1.43,0.94,2.7,0.4299962984797824,1.7951393182680782,2.0686813114016274,False,False,True,False,False,False,False,True,False,False,False
31.0,3,0,4150000.0,0.12,4.0,100.09,0.918,11.66,1.93,0.41,1.64,1.08,0.58,0.82,1.3,0.77,-0.3573753679180987,2.347328185072713,-0.6586427331299357,False,False,False,False,True,False,True,False,False,False,False
28.0,2,1,300000.0,0.14,1.78,24.74,0.747,2.42,1.07,1.14,7.25,0.43,0.14,0.43,0.92,2.49,1.319999010333596,-0.3851030174466955,2.283647325228539,False,False,True,False,False,False,False,False,True,False,False
26.0,3,3,190000.0,0.23,3.71,44.0,0.733,5.02,1.88,1.03,4.57,1.77,0.51,0.91,0.4,1.43,-0.3573753679180987,0.0308728938338556,0.45626621892171276,False,False,False,False,False,True,False,False,False,False,True
29.0,4,5,840000.0,0.16,1.79,40.44,0.805,3.9,1.47,0.48,2.51,1.31,0.88,0.88,1.47,0.76,-0.3573753679180987,1.3619099089503006,-0.5201142276806858,False,False,False,False,True,False,True,False,False,False,False
32.0,1,2,1570000.0,0.11,2.29,25.45,0.856,1.95,0.92,0.34,4.7,1.61,0.34,1.15,1.03,0.8,-0.3573753679180987,-1.0515755502103588,0.10183329484260983,False,False,False,True,False,False,False,False,False,False,True
30.0,2,0,1700000.0,0.07,1.22,52.24,0.848,3.21,0.42,0.52,0.94,2.86,1.47,1.43,2.09,0.94,-0.3573753679180987,0.6820228621300979,-0.9542676695558642,False,False,False,False,True,False,False,True,False,False,False
30.0,1,0,1800000.0,0.05,0.51,52.88,0.886,3.14,0.23,0.05,0.23,1.16,1.57,1.25,5.13,2.27,-0.3573753679180987,0.5218844025412198,-1.2934647818975538,True,False,False,False,False,False,False,False,True,False,False
26.0,4,6,1812696.0,0.13,3.64,34.53,0.685,4.24,1.15,0.89,2.68,1.21,0.93,1.02,1.12,0.19,-0.3573753679180987,2.678347141895765,-0.20449848503718082,False,False,False,False,True,False,False,False,False,True,False
